name,seasonal,style,keys,desc,abv,ibu,location,location_id
IT CAME FROM THE HAZE,0,IPA,"IPA, (Comes And Goes Throughout the Year - Get It If You See It!) It Came From The Haze is our rotating Hazy IPA series beer. Each batch will continue to evolve and feature a different blend of hops. Hazy, juicy,  expressive, Version 3 is dry-hopped aggressively with Jarrylo, Lotus, and El Dorado hops. FLAVOR PROFILE: Orange, Vanilla, Pear, and Tropical Fruits COLOR: Deep Hazy Gold","(Comes And Goes Throughout the Year - Get It If You See It!) It Came From The Haze is our rotating Hazy IPA series beer. Each batch will continue to evolve and feature a different blend of hops. Hazy, juicy,  expressive, Version 3 is dry-hopped aggressively with Jarrylo, Lotus, and El Dorado hops. FLAVOR PROFILE: Orange, Vanilla, Pear, and Tropical Fruits COLOR: Deep Hazy Gold",6,48,Ghostfish Brewing Company,24
Cascade Fresh Hop IPA,4,IPA,"IPA, Each year during hop harvest in Washington, we select different hops to showcase in these limited releases. This year's fresh hop beers feature fresh picked hops from Washington's Chelan Valley (Cascade hops) and Yakima Valley (Experimental Grapefruit hops). Whole-cone hops harvested on brew day and put into the kettle to create liquid gold!","Each year during hop harvest in Washington, we select different hops to showcase in these limited releases. This year's fresh hop beers feature fresh picked hops from Washington's Chelan Valley (Cascade hops) and Yakima Valley (Experimental Grapefruit hops). Whole-cone hops harvested on brew day and put into the kettle to create liquid gold!",6.3,67,Ghostfish Brewing Company,24
Grapefruit Fresh Hop IPA,4,IPA,"IPA, Each year during hop harvest in Washington, we select different hops to showcase in these limited releases. This year's fresh hop beers feature fresh picked hops from Washington's Chelan Valley (Cascade hops) and Yakima Valley (Experimental Grapefruit hops). Whole-cone hops harvested on brew day and put into the kettle to create liquid gold!","Each year during hop harvest in Washington, we select different hops to showcase in these limited releases. This year's fresh hop beers feature fresh picked hops from Washington's Chelan Valley (Cascade hops) and Yakima Valley (Experimental Grapefruit hops). Whole-cone hops harvested on brew day and put into the kettle to create liquid gold!",5.5,85,Ghostfish Brewing Company,24
VANISHING POINT PALE ALE,0,Pale Ale,"Pale Ale, For our take on the classic American pale ale, we decided to throw inhibition to the wind and jump in with both feet. With several types of artisan gluten-free millet & rice malts, and four varieties of Washington-grown hops, one sip will make your preconceptions about gluten-free beer Vanish into the great beyond!Tasting notes: A balanced beer with malt flavors of caramel and biscuit with classic American hop flavors of stone fruit and citrus.","For our take on the classic American pale ale, we decided to throw inhibition to the wind and jump in with both feet. With several types of artisan gluten-free millet & rice malts, and four varieties of Washington-grown hops, one sip will make your preconceptions about gluten-free beer Vanish into the great beyond!Tasting notes: A balanced beer with malt flavors of caramel and biscuit with classic American hop flavors of stone fruit and citrus.",5.3,45,Ghostfish Brewing Company,24
GHOST PEPPER SAISON,4,Saison,"Saison, When we first brewed this off-the-wall beer in the summer of 2016, we figured it would scare off all but the most adventurous heat-seeking drinkers. We couldn’t have been more wrong! Fresh ghost peppers combined with funky Belgian saison make this one of the hottest beers in our taproom. Get it while it’s hot. Tasting notes: A huge amount of fresh pepper flavor and moderate heat up front, revealing fruity Belgian-style aromatics and a sweet malt body as the heat fades.","When we first brewed this off-the-wall beer in the summer of 2016, we figured it would scare off all but the most adventurous heat-seeking drinkers. We couldn’t have been more wrong! Fresh ghost peppers combined with funky Belgian saison make this one of the hottest beers in our taproom. Get it while it’s hot. Tasting notes: A huge amount of fresh pepper flavor and moderate heat up front, revealing fruity Belgian-style aromatics and a sweet malt body as the heat fades.",6,15,Ghostfish Brewing Company,24
GOSEFISH HIBISCUS-CRANBERRY GOSE,3,Sour ,"Sour , “Gosefish?” It was a pun too obvious to resist, making it the perfect name for a beer that’s just too good to resist! With its vivid pink hue, tart cranberry tang, and subtle refreshing saltiness, this funky kettle-sour ale is sure to hook you! Tasting notes: Tart, salty, and refreshing, this funky take on a traditional German sour ale is brewed with an intriguing mix of fruit and spices.","“Gosefish?” It was a pun too obvious to resist, making it the perfect name for a beer that’s just too good to resist! With its vivid pink hue, tart cranberry tang, and subtle refreshing saltiness, this funky kettle-sour ale is sure to hook you! Tasting notes: Tart, salty, and refreshing, this funky take on a traditional German sour ale is brewed with an intriguing mix of fruit and spices.",5,8,Ghostfish Brewing Company,24
WATCHSTANDER STOUT,1,Stout,"Stout, Explore the dark side of beer with Watchstander Stout. Dark roasts of malted millet, buckwheat and brown rice contribute dark chocolate, toasted marshmallow and coffee flavors. We added rolled oats (certified gluten-free) to provide a satisfying and fluffy mouthfeel. Pair it with freshly baked cookies next to a warm fire! Tasting notes: Flavors of sweet chocolate, coffee, plum, and a campfire marshmallow.","Explore the dark side of beer with Watchstander Stout. Dark roasts of malted millet, buckwheat and brown rice contribute dark chocolate, toasted marshmallow and coffee flavors. We added rolled oats (certified gluten-free) to provide a satisfying and fluffy mouthfeel. Pair it with freshly baked cookies next to a warm fire! Tasting notes: Flavors of sweet chocolate, coffee, plum, and a campfire marshmallow.",6.5,30,Ghostfish Brewing Company,24
American Blonde,0,Blonde,"Blonde, This ale is brewed to be similar to a crisp lager. We fermented at a low temperature a gave it a light hop profile letting the yeast take fornt and center. A light fruitiness is followed by a sharp dry finish.",This ale is brewed to be similar to a crisp lager. We fermented at a low temperature a gave it a light hop profile letting the yeast take fornt and center. A light fruitiness is followed by a sharp dry finish.,6,,Perihelion Brewery,25
Little Belgian Blonde,0,Blonde,"Blonde, This blonde gets a mild banana flavor from the Belgian yeast. This batch is especially light and crisp just in time for summer sipping.",This blonde gets a mild banana flavor from the Belgian yeast. This batch is especially light and crisp just in time for summer sipping.,4.7,,Perihelion Brewery,25
Milky Way IPA,0,IPA,"IPA, Medium body with a malty backbone balanced with Zeus bittering hops. We have added copious amounts hops in the secondary fermenter. This beer is bitter up front and finishes with notes of pine.",Medium body with a malty backbone balanced with Zeus bittering hops. We have added copious amounts hops in the secondary fermenter. This beer is bitter up front and finishes with notes of pine.,6.6,81,Perihelion Brewery,25
The Reverend IPA,0,IPA,"IPA, Like the Galactic Drift the Reverend has an abundant amount of late addition hops. Halertau Mandarina hops add a delicate orange note to a well balanced malty structure.",Like the Galactic Drift the Reverend has an abundant amount of late addition hops. Halertau Mandarina hops add a delicate orange note to a well balanced malty structure.,7.3,,Perihelion Brewery,25
Martian Red IPA,0,IPA,"IPA, A beautiful ruby red IPA, late addition hops add floral notes. This is a well balanced IPA","A beautiful ruby red IPA, late addition hops add floral notes. This is a well balanced IPA",7.1,,Perihelion Brewery,25
New Moon Milk Porter,0,Milk Porter,"Milk Porter, Brewed with Lactose, which adds to a beautifully creamy mouth feel. We are serving this on Nitro – so this beer drinks like a milkshake. The dark malts hint at coffee,chocolate and vanilla.  Add a scoop of vanilla ice cream for luscious beer float. ","Brewed with Lactose, which adds to a beautifully creamy mouth feel. We are serving this on Nitro – so this beer drinks like a milkshake. The dark malts hint at coffee,chocolate and vanilla.  Add a scoop of vanilla ice cream for luscious beer float. ",6.8,,Perihelion Brewery,25
Kein Name,0,Pilsner,"Pilsner, A classic Czech Pilsner. A light straw colored easy drinking lager.",A classic Czech Pilsner. A light straw colored easy drinking lager.,5,,Perihelion Brewery,25
BETELGEUSE RED ALE ,0,Red Ale,"Red Ale, This red ale has a strong malty body and 5.4% ABV, it is balanced well with abundant late addition hops. With the big spicy hop profile this ale finished dry. The addition of roasted beets gives this ale a red color and subtle earthiness.","This red ale has a strong malty body and 5.4% ABV, it is balanced well with abundant late addition hops. With the big spicy hop profile this ale finished dry. The addition of roasted beets gives this ale a red color and subtle earthiness.",5.4,,Perihelion Brewery,25
Ryegel 7,0,Rye Beer,"Rye Beer, This brew is a traditional dark German rye beer, It has a medium body and mouth feel and pours with a light tan creamy head. The flavor has notes of fruit and spice and a mild sour finish.","This brew is a traditional dark German rye beer, It has a medium body and mouth feel and pours with a light tan creamy head. The flavor has notes of fruit and spice and a mild sour finish.",5.2,,Perihelion Brewery,25
Deadalus,0,Rye Saison,"Rye Saison, The Deadalus is the father of the Icarus. We use rye malt combined with Zeus hops to give this beer a sharp crisp peppery mouth-feel.",The Deadalus is the father of the Icarus. We use rye malt combined with Zeus hops to give this beer a sharp crisp peppery mouth-feel.,8.8,44,Perihelion Brewery,25
Pink Guava Basil Saison,0,Saison,"Saison, Adding fresh basil to the Icarus Saison was so successful last summer we have brought it back again. With this version we have added some pink guava which plays well with the delicate nose of the basil. ",Adding fresh basil to the Icarus Saison was so successful last summer we have brought it back again. With this version we have added some pink guava which plays well with the delicate nose of the basil. ,6.6,,Perihelion Brewery,25
Super Moon - Black Lager,0,Schwarzbier,"Schwarzbier, Black Lager also known as schwarzbier is light, low alcohol and dry on the palate with a minimal roast  malt flavor. Thi is on point and light enough to drink all day.","Black Lager also known as schwarzbier is light, low alcohol and dry on the palate with a minimal roast  malt flavor. Thi is on point and light enough to drink all day.",5.2,,Perihelion Brewery,25
Berlinweisse,0,Sour,"Sour, This is a Delicate mild sour with very light cranberry and strawberry flavors.  This berlinerweisse was also briefly fermented on red wine barrel oak staves adding another layer of complexity of to a delicate beer",This is a Delicate mild sour with very light cranberry and strawberry flavors.  This berlinerweisse was also briefly fermented on red wine barrel oak staves adding another layer of complexity of to a delicate beer,6,,Perihelion Brewery,25
Atlas Amber,0,Amber,"Amber, Pale, Crystal and Munich with a touch of Chocolate malt for color. Malty sweetness starts this classic amber offand finishes with just enough hops to balance it out","Pale, Crystal and Munich with a touch of Chocolate malt for color. Malty sweetness starts this classic amber offand finishes with just enough hops to balance it out",5.4,,Big Time Brewerry,26
2019 Old Wooly Barleywine ,0,Barleywine,"Barleywine, Malty with a prodigious amount of hops for balance. NW 2row, English crystal, Munich, Carastan, and roasted barley for a touch of dryness and color. Bittered with Yakima Nugget hops and finished with Cascade and Centennial. A Big Time classic not to be missed. ","Malty with a prodigious amount of hops for balance. NW 2row, English crystal, Munich, Carastan, and roasted barley for a touch of dryness and color. Bittered with Yakima Nugget hops and finished with Cascade and Centennial. A Big Time classic not to be missed. ",9.9,35,Big Time Brewerry,26
Scarlet Fire IPA,0,IPA,"IPA, Our Flagship IPA is brewed with a technique known as First Wort Hopping. This is a full-bodied hop forward, Northwest IPA. Dry Hopped with Chinook and Cascade","Our Flagship IPA is brewed with a technique known as First Wort Hopping. This is a full-bodied hop forward, Northwest IPA. Dry Hopped with Chinook and Cascade",7.2,65,Big Time Brewerry,26
Save The Ave IPA,0,IPA,"IPA, Brewed with 2row, Golden Promise, and malted wheat. Generously hopped with Nelson, Sauvin, and Cascade in the whirlpool then fermented with our house ale strain. Heavy-handed additions of Cascade, Amarillo, and Falconer’s Flight post fermentation. Floral, spicy, fresh pineapple, grapefruit zest.","Brewed with 2row, Golden Promise, and malted wheat. Generously hopped with Nelson, Sauvin, and Cascade in the whirlpool then fermented with our house ale strain. Heavy-handed additions of Cascade, Amarillo, and Falconer’s Flight post fermentation. Floral, spicy, fresh pineapple, grapefruit zest.",6,45,Big Time Brewerry,26
Hoponessa IPA,0,IPA,"IPA, 2row, crystal, and wheat malts provide a rich body and a crisp finish. Hopped with Citra in the boil and loads more added in dry hops. Lychee and lemongrass added in the brite. A delectable beer by all rights.","2row, crystal, and wheat malts provide a rich body and a crisp finish. Hopped with Citra in the boil and loads more added in dry hops. Lychee and lemongrass added in the brite. A delectable beer by all rights.",6,40,Big Time Brewerry,26
Zinkalicious,0,IPA,"IPA, Golden Promise and Great Western 2row provide a rich malt flavor accompanied with Citra, Amarillo and Ahtanum creates a truly unique IPA. Notes of citrus light pine and pepper.","Golden Promise and Great Western 2row provide a rich malt flavor accompanied with Citra, Amarillo and Ahtanum creates a truly unique IPA. Notes of citrus light pine and pepper.",7,50,Big Time Brewerry,26
Heart of Gold IPA,0,IPA,"IPA, Blended base malts of Skagit Valley’s Copeland Pale and Great Western’s 2row. Bittered with Columbus and late kettle additions of Falconer’s FLight and Citra hops. This beer is big bodied and boldly bitter. Dry hopped with Amarillo, Falconer’s Flight and Chinook at 2.5lbs/bbl for a true hop expression floral, tropical and lightly piney. ","Blended base malts of Skagit Valley’s Copeland Pale and Great Western’s 2row. Bittered with Columbus and late kettle additions of Falconer’s FLight and Citra hops. This beer is big bodied and boldly bitter. Dry hopped with Amarillo, Falconer’s Flight and Chinook at 2.5lbs/bbl for a true hop expression floral, tropical and lightly piney. ",8,70,Big Time Brewerry,26
Haulin’ Oats Oatmeal IPA,0,IPA,"IPA, Brewed with 2row, Munich, Caraveinna and lots of Oats. Bittered with Gelena, fallowed by late kettle additions of Cascade, Galena and Mosaic Hops. Dry hopped with even more Mosaic!.","Brewed with 2row, Munich, Caraveinna and lots of Oats. Bittered with Gelena, fallowed by late kettle additions of Cascade, Galena and Mosaic Hops. Dry hopped with even more Mosaic!.",6.3,40,Big Time Brewerry,26
Everybody Wins IPA ,0,IPA,"IPA, Brewed with Skagit Valley's Copeland Pale, flaked oats, and Great Western 2row. Hopped with Mosaic, Citra, and Centennial for a burst of fresh dank citrus. ","Brewed with Skagit Valley's Copeland Pale, flaked oats, and Great Western 2row. Hopped with Mosaic, Citra, and Centennial for a burst of fresh dank citrus. ",6.3,40,Big Time Brewerry,26
Kolsch 45 ,0,Kolsch,"Kolsch, Super light and super crisp. Brewed primarily with Skagit Valley Talisman pilsner malt and hopped delicately with Czech Saaz hops. A gentle honey sweetness on the finish with just enough bitterness to demand a refill",Super light and super crisp. Brewed primarily with Skagit Valley Talisman pilsner malt and hopped delicately with Czech Saaz hops. A gentle honey sweetness on the finish with just enough bitterness to demand a refill,5.1,10,Big Time Brewerry,26
Rockhill Mild ,0,Mild Ale,"Mild Ale, A classic English Mild Ale brewed with Pale, Crystal and Chocolate malts with a healthy addition of English Fuggle hops giving it a delicate earthy aroma and spicy finish. ","A classic English Mild Ale brewed with Pale, Crystal and Chocolate malts with a healthy addition of English Fuggle hops giving it a delicate earthy aroma and spicy finish. ",4.5,15,Big Time Brewerry,26
Oktoberfest,3,Oktoberfest,"Oktoberfest, Brewed with Dark Pilot and Talisman Pilsner malt from Skagit Valley Malting. Hopped with Tettnang and Mt. Hood. Full bodied maltiness, slightly spicy and a dry finish","Brewed with Dark Pilot and Talisman Pilsner malt from Skagit Valley Malting. Hopped with Tettnang and Mt. Hood. Full bodied maltiness, slightly spicy and a dry finish",6.5,25,Big Time Brewerry,26
Level Up Pale,0,Pale Ale,"Pale Ale, Brewed in collaboration with Coindexter’s for their 2nd anniversary! Level Up is loaded with Mosaic, Citra, and Amarillo hops. This beer is tropical, dank, and citrusy with a light refreshing body. Congratulations to Coindexter’s on leveling up one more year older","Brewed in collaboration with Coindexter’s for their 2nd anniversary! Level Up is loaded with Mosaic, Citra, and Amarillo hops. This beer is tropical, dank, and citrusy with a light refreshing body. Congratulations to Coindexter’s on leveling up one more year older",5.9,30,Big Time Brewerry,26
Ayrshire Scottish Ale ,0,Scottish Ale,"Scottish Ale,  Brewed in the tradition of true scottish ales. This beer is full bodied with notes of fresh hazelnut and sweet caramel. Golden Promise, Munich and an array of caramel malts with little hops highlights the complex malty profile. “Farewell to the Highlands, farewell to the North, the birth-place of valour, the country of worth; wherever I wander, wherever I rove, the highlands forever I love.” -Robert Burns."," Brewed in the tradition of true scottish ales. This beer is full bodied with notes of fresh hazelnut and sweet caramel. Golden Promise, Munich and an array of caramel malts with little hops highlights the complex malty profile. “Farewell to the Highlands, farewell to the North, the birth-place of valour, the country of worth; wherever I wander, wherever I rove, the highlands forever I love.” -Robert Burns.",5,12,Big Time Brewerry,26
Sour Smash Kids,0,Sour,"Sour, The 11th in our series of fruited kettle sours, this one features oodles of pink guava and raspberries from Oregon Fruit Products. Perfectly tart and insanely refreshing","The 11th in our series of fruited kettle sours, this one features oodles of pink guava and raspberries from Oregon Fruit Products. Perfectly tart and insanely refreshing",7.3,10,Big Time Brewerry,26
Galaxy Gala Sour,0,Sour,"Sour, Brewed in collaboration with our great friends from Watershed Pub and Kitchen for their 6th anniversary! This beer is packed to the brim with passion fruit, raspberry, peach, and blackberry for an extremely quenchable and crushable springtime sour. ","Brewed in collaboration with our great friends from Watershed Pub and Kitchen for their 6th anniversary! This beer is packed to the brim with passion fruit, raspberry, peach, and blackberry for an extremely quenchable and crushable springtime sour. ",5.4,,Big Time Brewerry,26
Coal Creek Porter,0,Stout,"Stout, brewed in the Fires of Mount Doom-Kettle, the Dark Lords forged a master beer in secret, and into this beer they poured their cruelty, malice and will to dominate all beers. One beer to Smore them all. Brewed with marshmallows, Cocoa, , and Graham Cracker","brewed in the Fires of Mount Doom-Kettle, the Dark Lords forged a master beer in secret, and into this beer they poured their cruelty, malice and will to dominate all beers. One beer to Smore them all. Brewed with marshmallows, Cocoa, , and Graham Cracker",8.5,,Big Time Brewerry,26
Breakfast Cereal Killer,0,Stout,"Stout, Double chocolate, coffee, oatmeal stout brewed with Cheerios, Wheaties, Corn Flakes, Rice Crispies, Coco Puffs, Lucky Charms, and Cinnamon Toast Crunch in the Mash along with cocoa nibs. There are even more cocoa nibs in the Kettle and Onda Cold Brew in the Brite. Breakfast of champions in a glass! ","Double chocolate, coffee, oatmeal stout brewed with Cheerios, Wheaties, Corn Flakes, Rice Crispies, Coco Puffs, Lucky Charms, and Cinnamon Toast Crunch in the Mash along with cocoa nibs. There are even more cocoa nibs in the Kettle and Onda Cold Brew in the Brite. Breakfast of champions in a glass! ",8.5,25,Big Time Brewerry,26
Curve Ball,3,Blonde Ale,"Blonde Ale, 2row pale barley, malted wheat, vanguard, perle, This is one Curve Ball that you won’t mind being thrown your way this summer. This Blonde Ale is brewed to be bright, crisp and golden with the grandstand atmosphere in mind. Supremely satisfying and deeply quenching, Curve Ball is a grand slam of a beer best enjoyed when you’re cheering on your team along with thousands of your closest friends.","2row pale barley, malted wheat, vanguard, perle, This is one Curve Ball that you won’t mind being thrown your way this summer. This Blonde Ale is brewed to be bright, crisp and golden with the grandstand atmosphere in mind. Supremely satisfying and deeply quenching, Curve Ball is a grand slam of a beer best enjoyed when you’re cheering on your team along with thousands of your closest friends.",5,18,Pyramid Hefeweizen,27
Coast Day,0,Hazy Lager,"Hazy Lager, Nugget, liberty, mount hood, centennial, exp. 09326Brewed with long-summer days in mind, this hazy pale, straw-colored lager will be available to enjoy year-round exclusively in 19.2 oz cans. “Coast Day could not make its debut at a more perfect time,” said Head Brewer Ryan Pappe. “This beer’s crisp, refreshing flavor profile embodies summer. Whether you plan to enjoy it on the side of a mountain or poolside, it’s the perfect accompaniment for summer fun on-the-go.” True to its Pacific Northwest roots, Pyramid Brewing Co. sourced the finest regionally grown ingredients for brewing Coast Day Dry-Hop Hazy Lager. Brewed with a unique blend of Nugget, Liberty, and Mount Hood hops and dry-hopped with Experimental Hop 09326, plus Centennials for extra flavor, Coast Day is a full-flavor, full-bodied beer that features tastes and aromas of citrus and berry.","Nugget, liberty, mount hood, centennial, exp. 09326Brewed with long-summer days in mind, this hazy pale, straw-colored lager will be available to enjoy year-round exclusively in 19.2 oz cans. “Coast Day could not make its debut at a more perfect time,” said Head Brewer Ryan Pappe. “This beer’s crisp, refreshing flavor profile embodies summer. Whether you plan to enjoy it on the side of a mountain or poolside, it’s the perfect accompaniment for summer fun on-the-go.” True to its Pacific Northwest roots, Pyramid Brewing Co. sourced the finest regionally grown ingredients for brewing Coast Day Dry-Hop Hazy Lager. Brewed with a unique blend of Nugget, Liberty, and Mount Hood hops and dry-hopped with Experimental Hop 09326, plus Centennials for extra flavor, Coast Day is a full-flavor, full-bodied beer that features tastes and aromas of citrus and berry.",5.3,55,Pyramid Hefeweizen,27
Hefeweizen,0,Hefeweizen,"Hefeweizen, 2row Pale Barley, malted wheat, caramel, nugget, liberty, Pyramid Hefeweizen has long been the standard by which all other wheat beers are judged. But its more than just an unfiltered, smooth and refreshing ale. It’s an ode to the purity of the wild Northwest and its pristine waters. We’re committed to preserving these waters, not just because they’re our main ingredient, but because they’re the source of some of life’s most rewarding adventures.","2row Pale Barley, malted wheat, caramel, nugget, liberty, Pyramid Hefeweizen has long been the standard by which all other wheat beers are judged. But its more than just an unfiltered, smooth and refreshing ale. It’s an ode to the purity of the wild Northwest and its pristine waters. We’re committed to preserving these waters, not just because they’re our main ingredient, but because they’re the source of some of life’s most rewarding adventures.",5.2,18,Pyramid Hefeweizen,27
Outburst,0,Imperial IPA,"Imperial IPA, Every ounce of Outburst is packed with hops gathered from across the Northwest. This Imperial IPA explodes with juicy hop flavors and aromas that can only be balanced by the perfect malt bill. Outburst is a big, bold and ambitious display of the style that you’ll enjoy from your first hop-filled sip to your last.","Every ounce of Outburst is packed with hops gathered from across the Northwest. This Imperial IPA explodes with juicy hop flavors and aromas that can only be balanced by the perfect malt bill. Outburst is a big, bold and ambitious display of the style that you’ll enjoy from your first hop-filled sip to your last.",8.5,80,Pyramid Hefeweizen,27
Thunderhead,0,IPA,"IPA, 2row Pale Barley, Munich 10L, Caramel, Carapils, Nugget, Simcoe, Thunderhead IPA is inspired by the dramatic displays of nature that get our hearts racing and our curiosity piquing. Thunderhead first shocked the beer world in 2002 and is still keeping that spark alive today with big, floral hop notes and a refreshing bitterness that can’t be extinguished.","2row Pale Barley, Munich 10L, Caramel, Carapils, Nugget, Simcoe, Thunderhead IPA is inspired by the dramatic displays of nature that get our hearts racing and our curiosity piquing. Thunderhead first shocked the beer world in 2002 and is still keeping that spark alive today with big, floral hop notes and a refreshing bitterness that can’t be extinguished.",6.7,67,Pyramid Hefeweizen,27
Outburst Citrus,0,IPA,"IPA, 2row, munich, c40, c80, carared, nugget, cascade, centennial, Some may say you can’t improve upon perfection, but maybe that’s because they just didn’t try hard enough. We tried with Outburst and we believe we came up with a recipe that might just be better than the original. Citrus Outburst has all the big hop flavor you love, but with the perfect amount of orange and tangerine peel added into the mix. Still big, still mouth wateringly hoppy, and now with a tasty, aromatic, citrusy punch that your taste buds will love.","2row, munich, c40, c80, carared, nugget, cascade, centennial, Some may say you can’t improve upon perfection, but maybe that’s because they just didn’t try hard enough. We tried with Outburst and we believe we came up with a recipe that might just be better than the original. Citrus Outburst has all the big hop flavor you love, but with the perfect amount of orange and tangerine peel added into the mix. Still big, still mouth wateringly hoppy, and now with a tasty, aromatic, citrusy punch that your taste buds will love.",7,55,Pyramid Hefeweizen,27
Blazing Bright,0,Juicy IPA,"Juicy IPA, Pale Ale Malts, Wheat Malt, Flaked Wheat, Flaked Barley, Nugget, Cascade, Calypso, Azacca, Blazing Bright is true to its nature, strong tropical flavors of mango and pineapple that will brighten up your taste buds as if the morning sunrise was canned for your enjoyment. A medium bodied, hazy with golden amber hue, looks just as it tastes, sunrise in a glass. The tropical aroma of mango, pineapple, and stone fruit, matches with taste while adding a slight lingering bitterness. Let this be the reminder to all the good times ahead, and embrace every sunrise.","Pale Ale Malts, Wheat Malt, Flaked Wheat, Flaked Barley, Nugget, Cascade, Calypso, Azacca, Blazing Bright is true to its nature, strong tropical flavors of mango and pineapple that will brighten up your taste buds as if the morning sunrise was canned for your enjoyment. A medium bodied, hazy with golden amber hue, looks just as it tastes, sunrise in a glass. The tropical aroma of mango, pineapple, and stone fruit, matches with taste while adding a slight lingering bitterness. Let this be the reminder to all the good times ahead, and embrace every sunrise.",6.5,50,Pyramid Hefeweizen,27
Whidbey Coffee,4,Pale Ale,"Pale Ale, 2row, caramel 20, nugget, cascade, We collaborated with Whidbey Coffee to create a fantastic fall seasonal; it is everything you’d look for in an easy drinking coffee pale ale. We added Nugget and Cascade hops to round off the coffee notes with classic Northwest hops. We used Whidbey Coffee’s Founder’s Blend, which comes from central America and Indonesia, adding subtle dark chocolate and baking spice flavor that come to life through the roasting process.","2row, caramel 20, nugget, cascade, We collaborated with Whidbey Coffee to create a fantastic fall seasonal; it is everything you’d look for in an easy drinking coffee pale ale. We added Nugget and Cascade hops to round off the coffee notes with classic Northwest hops. We used Whidbey Coffee’s Founder’s Blend, which comes from central America and Indonesia, adding subtle dark chocolate and baking spice flavor that come to life through the roasting process.",5.8,30,Pyramid Hefeweizen,27
Apricot Ale,0,Wheat Ale,"Wheat Ale, 2row pale , malted wheat, nugget, The robust bounty of Pacific Northwest fruits provide the foundation for our Apricot Ale. Full of big, fresh apricot notes, this untraditional take on a traditional unfiltered wheat beer invigorates the body and soul with its smooth, refreshing finish.","2row pale , malted wheat, nugget, The robust bounty of Pacific Northwest fruits provide the foundation for our Apricot Ale. Full of big, fresh apricot notes, this untraditional take on a traditional unfiltered wheat beer invigorates the body and soul with its smooth, refreshing finish.",5.1,11,Pyramid Hefeweizen,27
Snow Cap,1,Winter Ale,"Winter Ale, 2row, Munichm Caramel, Chocolate, Nugget, Willamette, East Kent Golding, Inspired by the whitewashed peaks of the Cascades, Snow Cap is one of the originals that helped start the winter beer craze. Dark brown and full-bodied, this timeless seasonal offering features richly woven flavors from a flurry of flavorful, dark malts and a pleasant hop bitterness. There’s a reason Snow Cap has warmed Northwest winter revelers for decades: It’s delicious.","2row, Munichm Caramel, Chocolate, Nugget, Willamette, East Kent Golding, Inspired by the whitewashed peaks of the Cascades, Snow Cap is one of the originals that helped start the winter beer craze. Dark brown and full-bodied, this timeless seasonal offering features richly woven flavors from a flurry of flavorful, dark malts and a pleasant hop bitterness. There’s a reason Snow Cap has warmed Northwest winter revelers for decades: It’s delicious.",7,47,Pyramid Hefeweizen,27
Bourbon Barrel-Aged Snow Cap,5,Winter Ale,"Winter Ale, 2row, c75, dark chocolate, nugget, willamette, east kent golding, Our bourbon barrel-aged version of Snow Cap has been waiting 10 months to get to you. This Imperial Winter Ale features Snow Cap’s classic flurry of flavors, but with an added blizzard of rich bourbon flavors and aromas. When your adventure’s over this winter, get cozy with a Bourbon Barrel-aged Snow Cap.","2row, c75, dark chocolate, nugget, willamette, east kent golding, Our bourbon barrel-aged version of Snow Cap has been waiting 10 months to get to you. This Imperial Winter Ale features Snow Cap’s classic flurry of flavors, but with an added blizzard of rich bourbon flavors and aromas. When your adventure’s over this winter, get cozy with a Bourbon Barrel-aged Snow Cap.",10,35,Pyramid Hefeweizen,27
Apostle,0,Ale,"Ale, Style: Rustic ale, aged in oak with brettanomyces with fruit. Fermentables: Pilsner, Munich, Caramel, Oats, sour cherries, Hops: Hallertau","Style: Rustic ale, aged in oak with brettanomyces with fruit. Fermentables: Pilsner, Munich, Caramel, Oats, sour cherries, Hops: Hallertau",,,StandardBrewing,28
Skid Road,0,Ale,"Ale, Style: Bourbon Strong Ale, aged in Woodford Reserve barrels, Fermentables: Pale, Chocolate and Caramel malts, Rye, Hops: Comet, Jarrylo","Style: Bourbon Strong Ale, aged in Woodford Reserve barrels, Fermentables: Pale, Chocolate and Caramel malts, Rye, Hops: Comet, Jarrylo",9.5,,StandardBrewing,28
Barleywine,0,Barleywine,"Barleywine, Fermentables: Pale, Munich, Vienna and Caramel malts, Hops: Cascade, Centennial, Mosaic and Warrior","Fermentables: Pale, Munich, Vienna and Caramel malts, Hops: Cascade, Centennial, Mosaic and Warrior",11.3,,StandardBrewing,28
Barleywine,0,Barleywine,"Barleywine, Style: American Barleywine, Fermentables: Pale, Munich, Vienna and Caramel malts, Hops: Cascade, Centennial, Mosaic and Warrior","Style: American Barleywine, Fermentables: Pale, Munich, Vienna and Caramel malts, Hops: Cascade, Centennial, Mosaic and Warrior",10.2,,StandardBrewing,28
Time Crystals #2,0,Biere de Garde,"Biere de Garde, Style: Biere de Garde, aged in oak with brettanomyces with fruit, Fermentables: Pilsner, Munich, Caramel, peaches, Hops: Strisselspalt","Style: Biere de Garde, aged in oak with brettanomyces with fruit, Fermentables: Pilsner, Munich, Caramel, peaches, Hops: Strisselspalt",,,StandardBrewing,28
